t,x
4.25000000,6.74233015
4.26000000,6.59726837
4.27000000,6.68086609
4.28000000,6.70521284
4.29000000,6.60474978
4.30000000,6.63292913
4.31000000,6.71177123
4.32000000,6.70894461
4.33000000,6.78564662
4.34000000,6.79007981
4.35000000,6.74716188
4.36000000,6.62784624
4.37000000,6.61593924
4.38000000,6.63206057
4.39000000,6.71632781
4.40000000,6.70145890
4.41000000,6.74384973
4.42000000,6.64401661
4.43000000,6.56243168
4.44000000,6.54811154
4.45000000,6.43937464
4.46000000,6.51817973
4.47000000,6.56123368
4.48000000,6.58586264
4.49000000,6.61646012
4.50000000,6.81525624
4.51000000,6.76496220
4.52000000,6.54143559
4.53000000,6.55809489
4.54000000,6.54975549
4.55000000,6.49472870
4.56000000,6.39359835
4.57000000,6.34648260
4.58000000,6.36144320
4.59000000,6.30798081
4.60000000,6.54607219
4.61000000,6.44674872
4.62000000,6.36421361
4.63000000,6.13216949
4.64000000,6.15425185
4.65000000,5.94953406
4.66000000,5.89261383
4.67000000,5.86210047
4.68000000,5.78819663
4.69000000,5.95918979
4.70000000,6.05564964
4.71000000,6.18453550
4.72000000,6.09320135
4.73000000,6.20301416
4.74000000,6.24951275
4.75000000,6.32352858
4.76000000,6.42331070
4.77000000,6.32922272
4.78000000,6.28362635
4.79000000,6.36674414
4.80000000,6.09799886
4.81000000,6.24628266
4.82000000,6.29847273
4.83000000,6.29075310
4.84000000,6.30965849
4.85000000,6.20351013
4.86000000,6.16541404
4.87000000,6.27235976
4.88000000,6.39902578
4.89000000,6.66544867
4.90000000,6.65472348
4.91000000,6.58554082
4.92000000,6.53082466
4.93000000,6.42575506
4.94000000,6.41475670
4.95000000,6.44982257
4.96000000,6.44317343
4.97000000,6.54958653
4.98000000,6.52289015
4.99000000,6.48488364
5.00000000,6.42351435
5.01000000,6.26352582
5.02000000,6.14247827
5.03000000,6.26954984
5.04000000,6.35594109
5.05000000,6.49025953
5.06000000,6.35379323
5.07000000,6.15375386
5.08000000,6.08467136
5.09000000,6.09921092
5.10000000,6.14603034
5.11000000,6.24775454
5.12000000,6.27305863
5.13000000,6.44418898
5.14000000,6.41870631
5.15000000,6.32418904
5.16000000,6.15290512
5.17000000,6.06093153
5.18000000,6.08211286
5.19000000,5.99019978
5.20000000,6.08087893
5.21000000,6.21907126
5.22000000,5.97900303
5.23000000,6.06241876
5.24000000,5.83542715
5.25000000,5.87265934
5.26000000,5.99221007
5.27000000,5.99569957
5.28000000,5.86473280
5.29000000,5.80325732
5.30000000,5.77419114
5.31000000,5.75307957
5.32000000,5.72991335
5.33000000,5.71606011
5.34000000,5.73455009
5.35000000,5.61082545
5.36000000,5.58381805
5.37000000,5.73285226
5.38000000,5.69152129
5.39000000,5.64429192
5.40000000,5.74928950
5.41000000,5.49049639
5.42000000,5.60588901
5.43000000,5.53989568
5.44000000,5.55351859
5.45000000,5.56037397
5.46000000,5.65184060
5.47000000,5.62225520
5.48000000,5.55164149
5.49000000,5.67865025
5.50000000,5.43939355
5.51000000,5.43870727
5.52000000,5.30119537
5.53000000,5.22238744
5.54000000,5.42090191
5.55000000,5.41373192
5.56000000,5.43053202
5.57000000,5.24966047
5.58000000,5.17413117
5.59000000,5.19119985
5.60000000,5.22408002
5.61000000,5.28315663
5.62000000,5.28137784
5.63000000,5.33143757
5.64000000,5.37415005
5.65000000,5.18848893
5.66000000,5.18959526
5.67000000,5.26379070
5.68000000,5.32014679
5.69000000,5.28110083
5.70000000,5.19789763
5.71000000,5.08346749
5.72000000,5.06782036
5.73000000,5.17859443
5.74000000,4.98082473
5.75000000,4.91234514
5.76000000,4.79590872
5.77000000,4.87200652
5.78000000,4.81413956
5.79000000,4.76466872
5.80000000,4.74059143
5.81000000,4.78276046
5.82000000,4.74113018
5.83000000,4.43414531
5.84000000,4.48625942
5.85000000,4.52792059
5.86000000,4.50370253
5.87000000,4.39304701
5.88000000,4.42602850
5.89000000,4.46173904
5.90000000,4.41250488
5.91000000,4.38862548
5.92000000,4.29341552
5.93000000,4.27340990
5.94000000,4.11623026
5.95000000,4.15590403
5.96000000,4.05938923
5.97000000,4.08116985
5.98000000,3.93853297
5.99000000,3.87755794
6.00000000,3.86457022
6.01000000,3.87415272
6.02000000,3.83430089
6.03000000,3.65814812
6.04000000,3.52599477
6.05000000,3.58474378
6.06000000,3.67250701
6.07000000,3.65747989
6.08000000,3.69612733
6.09000000,3.71666363
6.10000000,3.74776759
6.11000000,3.87449211
6.12000000,3.72185502
6.13000000,3.78764017
6.14000000,3.74754545
6.15000000,3.72324579
6.16000000,3.69115919
6.17000000,3.65179890
6.18000000,3.52735338
6.19000000,3.54392363
6.20000000,3.70924597
6.21000000,3.70177804
6.22000000,3.69978865
6.23000000,3.62920885
6.24000000,3.61564679
6.25000000,3.66045561
6.26000000,3.62160114
6.27000000,3.57440993
6.28000000,3.61294918
6.29000000,3.51934223
6.30000000,3.54283222
6.31000000,3.62309299
6.32000000,3.75727629
6.33000000,3.74635946
6.34000000,3.88124600
6.35000000,3.98274637
6.36000000,3.88113373
6.37000000,3.75739931
6.38000000,3.72502425
6.39000000,3.82605528
6.40000000,3.81691356
6.41000000,3.75493934
6.42000000,3.90828619
6.43000000,3.93502250
6.44000000,3.70099556
6.45000000,3.73086112
6.46000000,3.78099975
6.47000000,3.80167012
6.48000000,3.84474049
6.49000000,3.83609056
6.50000000,3.70233293
6.51000000,3.66341136
6.52000000,3.56701808
6.53000000,3.47196048
6.54000000,3.34391766
6.55000000,3.38749461
6.56000000,3.39559048
6.57000000,3.34907615
6.58000000,3.28246782
6.59000000,3.27848427
6.60000000,3.38476451
6.61000000,3.18265055
6.62000000,3.21874688
6.63000000,3.16256631
6.64000000,2.97252644
6.65000000,2.77646987
6.66000000,2.68380328
6.67000000,2.70441234
6.68000000,2.74236643
6.69000000,2.64709708
6.70000000,2.74747564
6.71000000,2.88840025
6.72000000,2.92656471
6.73000000,2.86596116
6.74000000,2.97697009
6.75000000,3.05102118
6.76000000,3.13623641
6.77000000,3.06902192
6.78000000,2.78403196
6.79000000,2.99431905
6.80000000,2.83173405
6.81000000,2.82674137
6.82000000,3.06340254
6.83000000,3.09492851
6.84000000,3.18830570
6.85000000,3.03647189
6.86000000,2.85718695
6.87000000,2.80248808
6.88000000,2.91016181
6.89000000,2.87408179
6.90000000,2.79318111
6.91000000,2.81158125
6.92000000,2.91836898
6.93000000,2.77241578
6.94000000,2.64997527
6.95000000,2.56978336
6.96000000,2.67796230
6.97000000,2.70010548
6.98000000,2.91197076
6.99000000,3.00415935
7.00000000,2.99914775
7.01000000,3.01879788
7.02000000,2.94679635
7.03000000,3.01332043
7.04000000,2.94218111
7.05000000,2.91167031
7.06000000,3.04299274
7.07000000,3.03134310
7.08000000,2.94951329
7.09000000,2.90160476
7.10000000,3.00233302
7.11000000,2.94557778
7.12000000,2.90541791
7.13000000,2.85293593
7.14000000,2.86990201
7.15000000,2.82991808
7.16000000,2.66831952
7.17000000,2.57826726
7.18000000,2.48369922
7.19000000,2.60678931
7.20000000,2.68675332
7.21000000,2.74413588
7.22000000,2.69222798
7.23000000,2.60930272
7.24000000,2.55724630
7.25000000,2.45077967
7.26000000,2.69927432
7.27000000,2.47339252
7.28000000,2.52855668
7.29000000,2.39883717
7.30000000,2.38720340
7.31000000,2.28720960
7.32000000,2.16830310
7.33000000,2.05319932
7.34000000,2.22767134
7.35000000,2.21325866
7.36000000,2.13558181
7.37000000,2.19009272
7.38000000,2.19003260
7.39000000,2.26094096
7.40000000,2.07738482
7.41000000,2.10670652
7.42000000,2.18292265
7.43000000,2.01567136
7.44000000,2.05948306
7.45000000,2.22807147
7.46000000,2.22547167
7.47000000,2.30649952
7.48000000,2.37240332
7.49000000,2.30046655
7.50000000,2.30329299
7.51000000,2.14544187
7.52000000,2.09923884
7.53000000,2.12475802
7.54000000,2.19600569
7.55000000,2.19736890
7.56000000,2.26826859
7.57000000,2.15684384
7.58000000,2.14559569
7.59000000,2.14645083
7.60000000,2.33033673
7.61000000,2.30775489
7.62000000,2.25669935
7.63000000,2.25770612
7.64000000,2.16466593
7.65000000,2.18285898
7.66000000,2.14526203
7.67000000,1.96505664
7.68000000,1.95821546
7.69000000,1.92548204
7.70000000,1.76127697
7.71000000,1.75368292
7.72000000,1.90174167
7.73000000,1.95292117
7.74000000,2.01313743
7.75000000,1.87798119
7.76000000,1.92473204
7.77000000,1.93861463
7.78000000,1.99054985
7.79000000,2.03181743
7.80000000,1.89482345
7.81000000,1.88973596
7.82000000,1.81300401
7.83000000,1.80708909
7.84000000,1.71644546
7.85000000,1.84683427
7.86000000,1.76001361
7.87000000,1.66923939
7.88000000,1.67586341
7.89000000,1.56731557
7.90000000,1.52406559
7.91000000,1.44030709
7.92000000,1.58070415
7.93000000,1.65849418
7.94000000,1.65191798
7.95000000,1.61197031
7.96000000,1.70525609
7.97000000,1.74492387
7.98000000,1.79385665
7.99000000,1.79034050
8.00000000,1.62062232
8.01000000,1.56656302
8.02000000,1.63028527
8.03000000,1.73065437
8.04000000,1.66399394
8.05000000,1.71000046
8.06000000,1.88273336
8.07000000,1.81502072
8.08000000,1.98230539
8.09000000,1.89605565
8.10000000,1.89740360
8.11000000,1.89534033
8.12000000,1.89554255
8.13000000,1.81082698
8.14000000,1.75080325
8.15000000,1.68315582
8.16000000,1.71501051
8.17000000,1.74715651
8.18000000,1.96887737
8.19000000,2.10499183
8.20000000,2.05295501
8.21000000,2.08441549
8.22000000,2.18308508
8.23000000,2.18505372
8.24000000,2.17699704
8.25000000,2.18106603
8.26000000,2.26670316
8.27000000,2.18073776
8.28000000,2.14708044
8.29000000,2.19305022
8.30000000,2.22309840
8.31000000,2.24594513
8.32000000,2.20784204
8.33000000,2.30399170
8.34000000,2.51622653
8.35000000,2.55560996
8.36000000,2.53501449
8.37000000,2.60932101
8.38000000,2.55410308
8.39000000,2.47785700
8.40000000,2.47989894
8.41000000,2.22037933
8.42000000,2.10387411
8.43000000,2.06802598
8.44000000,1.93165308
8.45000000,1.82742295
8.46000000,1.78283440
8.47000000,1.61764646
8.48000000,1.57623045
8.49000000,1.52191532
8.50000000,1.52369488
8.51000000,1.63835144
8.52000000,1.65478271
8.53000000,1.65606152
8.54000000,1.66517893
8.55000000,1.68708562
8.56000000,1.58456821
8.57000000,1.57229839
8.58000000,1.60238737
8.59000000,1.46451018
8.60000000,1.55034322
8.61000000,1.65770565
8.62000000,1.59373920
8.63000000,1.56880855
8.64000000,1.48020511
8.65000000,1.54940305
8.66000000,1.44250612
8.67000000,1.41953717
8.68000000,1.33293541
8.69000000,1.33736437
8.70000000,1.15727276
8.71000000,1.28934029
8.72000000,1.19223498
8.73000000,1.19762833
8.74000000,1.17577721
8.75000000,1.09897787
8.76000000,1.00965037
8.77000000,1.10278540
8.78000000,1.04966994
8.79000000,1.07626213
8.80000000,0.99557431
8.81000000,0.93035838
8.82000000,0.97711791
8.83000000,1.06967020
8.84000000,1.05160373
8.85000000,0.90888594
8.86000000,1.10822710
8.87000000,1.02201806
8.88000000,0.86734831
8.89000000,1.12635709
8.90000000,1.08539069
8.91000000,0.93867472
8.92000000,0.86986141
8.93000000,0.90618097
8.94000000,0.92475903
8.95000000,0.83912373
8.96000000,1.02097653
8.97000000,0.96830808
8.98000000,0.84935526
8.99000000,0.94499993
9.00000000,1.07743371
9.01000000,0.93676026
9.02000000,1.03933571
9.03000000,0.83408368
9.04000000,0.71100447
9.05000000,0.80739359
9.06000000,0.80145463
9.07000000,0.77466017
9.08000000,0.80955450
9.09000000,0.79387228
9.10000000,0.66360667
9.11000000,0.79088241
9.12000000,0.92298837
9.13000000,0.94306013
9.14000000,0.94710200
9.15000000,1.18059093
9.16000000,1.15235735
9.17000000,1.12582348
9.18000000,1.16170869
9.19000000,1.30826003
9.20000000,1.46688298
9.21000000,1.44029227
9.22000000,1.47040525
9.23000000,1.33186170
9.24000000,1.29999816
9.25000000,1.21531912
9.26000000,1.11402829
9.27000000,1.28162894
9.28000000,1.20175946
9.29000000,1.14799799
9.30000000,1.18400887
9.31000000,1.31319939
9.32000000,1.36065431
9.33000000,1.63590949
9.34000000,1.62762474
9.35000000,1.65268257
9.36000000,1.67941630
9.37000000,1.82208153
9.38000000,1.87189438
9.39000000,1.85933546
9.40000000,1.76365694
9.41000000,1.78721945
9.42000000,1.92646033
9.43000000,1.88445892
9.44000000,1.93641105
9.45000000,1.96005762
9.46000000,2.04542956
9.47000000,1.96393147
9.48000000,2.19761421
9.49000000,2.06859929
9.50000000,2.03100988
9.51000000,2.12380363
9.52000000,2.15241505
9.53000000,2.23433746
9.54000000,2.18361005
9.55000000,2.17503775
9.56000000,2.17517343
9.57000000,2.33101180
9.58000000,2.39888920
9.59000000,2.47735697
9.60000000,2.41032568
9.61000000,2.50600878
9.62000000,2.52731394
9.63000000,2.66496482
9.64000000,2.86503835
9.65000000,2.83292925
9.66000000,2.79088248
9.67000000,2.70308254
9.68000000,2.68737304
9.69000000,2.64782681
9.70000000,2.68245334
9.71000000,2.66665543
9.72000000,2.62916217
9.73000000,2.73430611
9.74000000,2.63915093
9.75000000,2.68114215
9.76000000,2.63920741
9.77000000,2.71032465
9.78000000,2.84749565
9.79000000,2.81576207
9.80000000,2.85845748
9.81000000,2.87490754
9.82000000,2.79352785
9.83000000,2.81620983
9.84000000,2.84371378
9.85000000,2.88357900
9.86000000,2.86229732
9.87000000,2.87028541
9.88000000,2.75408917
9.89000000,2.71690072
9.90000000,2.77113853
9.91000000,2.85900035
9.92000000,2.81533937
9.93000000,2.82440310
9.94000000,2.84579624
9.95000000,2.86452133
9.96000000,2.91716643
9.97000000,2.73390008
9.98000000,2.72760073
9.99000000,2.75014029
10.00000000,2.64873218
10.01000000,2.66356374
10.02000000,2.81857243
10.03000000,2.73811085
10.04000000,2.64601178
10.05000000,2.66711399
10.06000000,2.49791160
10.07000000,2.51815920
10.08000000,2.52662205
10.09000000,2.62692527
10.10000000,2.69571594
10.11000000,2.65262034
10.12000000,2.54154437
10.13000000,2.71150412
10.14000000,2.63093686
10.15000000,2.52506894
10.16000000,2.41532080
10.17000000,2.52584367
10.18000000,2.47269073
10.19000000,2.39608394
10.20000000,2.40865488
10.21000000,2.38675608
10.22000000,2.31775315
10.23000000,2.39199342
10.24000000,2.49732898
10.25000000,2.59461206
10.26000000,2.67000672
10.27000000,2.70893427
10.28000000,2.52999101
10.29000000,2.69565109
10.30000000,2.72450219
10.31000000,2.78395558
10.32000000,2.89405983
10.33000000,3.03594805
10.34000000,3.07626988
10.35000000,3.11828636
10.36000000,3.05680479
10.37000000,3.05858536
10.38000000,2.97163995
10.39000000,2.89816007
10.40000000,2.80735355
10.41000000,2.79034749
10.42000000,2.89386163
10.43000000,3.20951218
10.44000000,3.22685739
10.45000000,3.09040265
10.46000000,3.21535578
10.47000000,3.18366971
10.48000000,3.11601702
10.49000000,3.13544396
10.50000000,3.00981378
10.51000000,3.03055519
10.52000000,3.02020236
10.53000000,3.02853005
10.54000000,3.06515741
10.55000000,3.07037405
10.56000000,3.07047268
10.57000000,3.09736889
10.58000000,3.13736027
10.59000000,3.03264334
10.60000000,2.88812790
10.61000000,2.88052003
10.62000000,2.73580622
10.63000000,2.74319146
10.64000000,2.83569455
10.65000000,2.89498787
10.66000000,2.78872334
10.67000000,2.70130273
10.68000000,2.73278221
10.69000000,2.69128604
10.70000000,2.65827487
10.71000000,2.71663638
10.72000000,2.61654939
10.73000000,2.57511764
10.74000000,2.49382184
10.75000000,2.38826198
10.76000000,2.30136003
10.77000000,2.36795556
10.78000000,2.37195362
10.79000000,2.28285158
10.80000000,2.25860000
10.81000000,2.09358997
10.82000000,2.01921189
10.83000000,2.23315974
10.84000000,2.22301877
10.85000000,2.29507316
10.86000000,2.28737678
10.87000000,2.32105002
10.88000000,2.38621530
10.89000000,2.27456053
10.90000000,2.27032963
10.91000000,2.42708098
10.92000000,2.34631739
10.93000000,2.28850024
10.94000000,2.25658687
10.95000000,2.28236098
10.96000000,2.33371159
10.97000000,2.45928590
10.98000000,2.50800608
10.99000000,2.50054676
11.00000000,2.62521320
11.01000000,2.47433264
11.02000000,2.72573230
11.03000000,2.90136157
11.04000000,2.88308947
11.05000000,2.91943893
11.06000000,3.05041509
11.07000000,3.03166980
11.08000000,3.10318915
11.09000000,3.21209540
11.10000000,3.10900676
11.11000000,3.04721907
11.12000000,3.13783630
11.13000000,3.18234883
11.14000000,3.27313731
11.15000000,3.25824394
11.16000000,3.22771430
11.17000000,3.02623650
11.18000000,2.91012334
11.19000000,2.91337488
11.20000000,2.99437392
11.21000000,3.04599457
11.22000000,3.03164737
11.23000000,3.00295439
11.24000000,3.02317088
11.25000000,3.02948041
11.26000000,3.16842022
11.27000000,3.18148009
11.28000000,3.03176475
11.29000000,2.90299306
11.30000000,3.05341749
11.31000000,2.93477474
11.32000000,3.00975710
11.33000000,2.98141495
11.34000000,2.96294841
11.35000000,2.94805366
11.36000000,3.06871813
11.37000000,3.04789958
11.38000000,3.04304371
11.39000000,2.88844183
11.40000000,2.90766666
11.41000000,2.95931708
11.42000000,2.98175198
11.43000000,3.12005073
11.44000000,3.12400784
11.45000000,3.15234358
11.46000000,3.31561781
11.47000000,3.15895858
11.48000000,3.11179657
11.49000000,3.25285655
11.50000000,3.34484303
11.51000000,3.41100862
11.52000000,3.49256819
11.53000000,3.52352853
11.54000000,3.68492651
11.55000000,3.72085996
11.56000000,3.74298624
11.57000000,3.75701062
11.58000000,3.77441851
11.59000000,3.65682957
11.60000000,3.73206846
11.61000000,3.71715845
11.62000000,3.89749138
11.63000000,3.88797759
