t, x
13.97000,4.07672
13.98000,3.99570
13.99000,3.81124
14.00000,3.75924
14.01000,3.78767
14.02000,3.69017
14.03000,3.62126
14.04000,3.68241
14.05000,3.75971
14.06000,3.80861
14.07000,3.84167
14.08000,3.88577
14.09000,3.97095
14.10000,4.03189
14.11000,4.11233
14.12000,4.14377
14.13000,4.28615
14.14000,4.43507
14.15000,4.32228
14.16000,4.19296
14.17000,4.29647
14.18000,4.30993
14.19000,4.28747
14.20000,4.31763
14.21000,4.25384
14.22000,4.20453
14.23000,4.43135
14.24000,4.45027
14.25000,4.46891
14.26000,4.34503
14.27000,4.27549
14.28000,4.27813
14.29000,4.35213
14.30000,4.33629
14.31000,4.45883
14.32000,4.55573
14.33000,4.62827
14.34000,4.71623
14.35000,4.72860
14.36000,4.85674
14.37000,4.93043
14.38000,4.86245
14.39000,4.87349
14.40000,4.88893
14.41000,4.90002
14.42000,4.86940
14.43000,4.87695
14.44000,4.92380
14.45000,4.90684
14.46000,4.99281
14.47000,5.07535
14.48000,5.11452
14.49000,4.95298
14.50000,4.88851
14.51000,4.92314
14.52000,4.94824
14.53000,5.02510
14.54000,5.19575
14.55000,5.32877
14.56000,5.24691
14.57000,5.38834
14.58000,5.44504
14.59000,5.49010
14.60000,5.55495
14.61000,5.74950
14.62000,5.70006
14.63000,5.72723
14.64000,5.78348
14.65000,5.89555
14.66000,5.85408
14.67000,5.87352
14.68000,5.88847
14.69000,5.95721
14.70000,5.80664
14.71000,5.90700
14.72000,5.87324
14.73000,5.87364
14.74000,5.90886
14.75000,5.81984
14.76000,5.77116
14.77000,5.82864
14.78000,5.86312
14.79000,5.65435
14.80000,5.64292
14.81000,5.68146
14.82000,5.68749
14.83000,5.51713
14.84000,5.50642
14.85000,5.56638
14.86000,5.59575
14.87000,5.52691
14.88000,5.60545
14.89000,5.62298
14.90000,5.48122
14.91000,5.50127
14.92000,5.58126
14.93000,5.34631
14.94000,5.36268
14.95000,5.55269
14.96000,5.42804
14.97000,5.52101
14.98000,5.46687
14.99000,5.56898
15.00000,5.58481
15.01000,5.66671
15.02000,5.76157
15.03000,5.73843
15.04000,5.87088
15.05000,5.80887
15.06000,5.97587
15.07000,6.01591
15.08000,6.05888
15.09000,6.16550
15.10000,6.17764
15.11000,6.23735
15.12000,6.00381
15.13000,6.09837
15.14000,6.05219
15.15000,5.86945
15.16000,5.88558
15.17000,5.89270
15.18000,6.12384
15.19000,6.03709
15.20000,6.08163
15.21000,6.12268
15.22000,6.15079
15.23000,6.08171
15.24000,6.18909
15.25000,6.06358
15.26000,6.01328
15.27000,5.98499
15.28000,6.04179
15.29000,6.08060
15.30000,6.02721
15.31000,6.03798
15.32000,5.96674
15.33000,6.06818
15.34000,6.19443
15.35000,6.34892
15.36000,6.20742
15.37000,6.08493
15.38000,5.95848
15.39000,5.95548
15.40000,5.94583
15.41000,5.83504
15.42000,5.83615
15.43000,5.83000
15.44000,5.69802
15.45000,5.67116
15.46000,5.63203
15.47000,5.70998
15.48000,5.82474
15.49000,5.84936
15.50000,5.86538
15.51000,5.68980
15.52000,5.56024
15.53000,5.44877
15.54000,5.30396
15.55000,5.36765
15.56000,5.15432
15.57000,5.24933
15.58000,5.25637
15.59000,5.30828
15.60000,5.19799
15.61000,5.27748
15.62000,5.34427
15.63000,5.37960
15.64000,5.24358
15.65000,5.01730
15.66000,4.98333
15.67000,5.04425
15.68000,5.11527
15.69000,5.14687
15.70000,5.26756
15.71000,5.43239
15.72000,5.32633
15.73000,5.31140
15.74000,5.45845
15.75000,5.47656
15.76000,5.47075
15.77000,5.49392
15.78000,5.53270
15.79000,5.48337
15.80000,5.45539
15.81000,5.39302
15.82000,5.32234
15.83000,5.26514
15.84000,5.13156
15.85000,5.16307
15.86000,5.19139
15.87000,5.17177
15.88000,5.15270
15.89000,5.11682
15.90000,5.13042
15.91000,5.03380
15.92000,4.93363
15.93000,5.05639
15.94000,5.02293
15.95000,5.11292
15.96000,5.00705
15.97000,4.89035
15.98000,4.81474
15.99000,4.65402
16.00000,4.62838
16.01000,4.70024
16.02000,4.88629
16.03000,4.82522
16.04000,4.81903
16.05000,4.80683
16.06000,4.78294
16.07000,4.83152
16.08000,4.84580
16.09000,4.74090
16.10000,4.49354
16.11000,4.29166
16.12000,4.43039
16.13000,4.36790
16.14000,4.48298
16.15000,4.48873
16.16000,4.75571
16.17000,4.69606
16.18000,4.66160
16.19000,4.66333
16.20000,4.61100
16.21000,4.53975
16.22000,4.50279
16.23000,4.43537
16.24000,4.41738
16.25000,4.26262
16.26000,4.14532
16.27000,4.02783
16.28000,4.00214
16.29000,4.13520
16.30000,4.14106
16.31000,4.10949
16.32000,3.95120
16.33000,3.90693
16.34000,4.05493
16.35000,3.93640
16.36000,3.93329
16.37000,3.96453
16.38000,3.99936
16.39000,4.08367
16.40000,4.25123
16.41000,4.32518
16.42000,4.19338
16.43000,4.11197
16.44000,4.27082
16.45000,4.13486
16.46000,4.01448
16.47000,4.01406
16.48000,4.03914
16.49000,3.93513
16.50000,3.92502
16.51000,3.84852
16.52000,3.84129
16.53000,3.87520
16.54000,3.97780
16.55000,4.02207
16.56000,3.98093
16.57000,4.03250
16.58000,3.98073
16.59000,3.96655
16.60000,3.96540
16.61000,3.82574
16.62000,3.63448
16.63000,3.53854
16.64000,3.54425
16.65000,3.53920
16.66000,3.62349
16.67000,3.68357
16.68000,3.81868
16.69000,3.94295
16.70000,3.94957
16.71000,3.74534
16.72000,3.68874
16.73000,3.54696
16.74000,3.47969
16.75000,3.34324
16.76000,3.21257
16.77000,3.20421
16.78000,3.14164
16.79000,3.21081
16.80000,3.02521
16.81000,2.95329
16.82000,2.94126
16.83000,3.01025
16.84000,2.98943
16.85000,2.89226
16.86000,2.77405
16.87000,2.72683
16.88000,2.66894
16.89000,2.60079
16.90000,2.60326
16.91000,2.59870
16.92000,2.54852
16.93000,2.46201
16.94000,2.33186
16.95000,2.47533
16.96000,2.36991
16.97000,2.38884
16.98000,2.32215
16.99000,2.36604
17.00000,2.31890
17.01000,2.24683
17.02000,2.33925
17.03000,2.49334
17.04000,2.38381
17.05000,2.47180
17.06000,2.45060
17.07000,2.55980
17.08000,2.61408
17.09000,2.79396
17.10000,2.84430
17.11000,2.88155
17.12000,2.75640
17.13000,2.66897
17.14000,2.72664
17.15000,2.73012
17.16000,2.72222
17.17000,2.50378
17.18000,2.61373
17.19000,2.66546
17.20000,2.84222
17.21000,2.88642
17.22000,2.80249
17.23000,2.88029
17.24000,2.91230
17.25000,2.97787
17.26000,3.07511
17.27000,3.19793
17.28000,3.20810
17.29000,3.16550
17.30000,3.16825
17.31000,3.16061
17.32000,3.14196
17.33000,3.12026
17.34000,3.08632
17.35000,2.88227
17.36000,2.99715
17.37000,2.94331
17.38000,3.00212
17.39000,2.77598
17.40000,2.75008
17.41000,2.72176
17.42000,2.61221
17.43000,2.63314
17.44000,2.56794
17.45000,2.60064
17.46000,2.63836
17.47000,2.72365
17.48000,2.69223
17.49000,2.47540
17.50000,2.48910
17.51000,2.48054
17.52000,2.56894
17.53000,2.60306
17.54000,2.69417
17.55000,2.72878
17.56000,2.79848
17.57000,2.70348
17.58000,2.66444
17.59000,2.58697
17.60000,2.59804
17.61000,2.71682
17.62000,2.85700
17.63000,2.84018
17.64000,3.09224
17.65000,3.05156
17.66000,2.96694
17.67000,2.99417
17.68000,3.00588
17.69000,3.14340
17.70000,2.97317
17.71000,3.09275
17.72000,2.95456
17.73000,2.87282
17.74000,2.91003
17.75000,2.98741
17.76000,2.79254
17.77000,2.82832
17.78000,2.95713
17.79000,2.96627
17.80000,2.83637
17.81000,2.73445
17.82000,2.63587
17.83000,2.53173
17.84000,2.50098
17.85000,2.39119
17.86000,2.53591
17.87000,2.51263
17.88000,2.45406
17.89000,2.37979
17.90000,2.47188
17.91000,2.42831
17.92000,2.46563
17.93000,2.51817
17.94000,2.50529
17.95000,2.57839
17.96000,2.51048
17.97000,2.40849
17.98000,2.56618
17.99000,2.75129
18.00000,2.65240
18.01000,2.71477
18.02000,2.76913
18.03000,2.68338
18.04000,2.48148
18.05000,2.37847
18.06000,2.43507
18.07000,2.28462
18.08000,2.30799
18.09000,2.35623
18.10000,2.24407
18.11000,2.33336
18.12000,2.43186
18.13000,2.44030
18.14000,2.48102
18.15000,2.41033
18.16000,2.36522
18.17000,2.68853
18.18000,2.67466
18.19000,2.55924
18.20000,2.66430
18.21000,2.63660
18.22000,2.70317
18.23000,2.67294
18.24000,2.84829
18.25000,2.89401
18.26000,2.77371
18.27000,2.81074
18.28000,2.95829
18.29000,2.95265
18.30000,3.10547
18.31000,2.87320
18.32000,2.96067
18.33000,2.81714
18.34000,2.77150
18.35000,2.68084
18.36000,2.68786
18.37000,2.54562
18.38000,2.57438
18.39000,2.63479
18.40000,2.56586
18.41000,2.62506
18.42000,2.51306
18.43000,2.58461
18.44000,2.54036
18.45000,2.40232
18.46000,2.34982
18.47000,2.33434
18.48000,2.28768
18.49000,2.08163
18.50000,2.18333
18.51000,2.11426
18.52000,2.16134
18.53000,2.11825
18.54000,2.23524
18.55000,2.38699
18.56000,2.33666
18.57000,2.51016
18.58000,2.79125
18.59000,2.82695
18.60000,2.77534
18.61000,2.84387
18.62000,2.86561
18.63000,2.57528
18.64000,2.57132
18.65000,2.50756
18.66000,2.30507
18.67000,2.37607
18.68000,2.26251
18.69000,2.22057
18.70000,1.91889
18.71000,1.97134
18.72000,1.80391
18.73000,1.89602
18.74000,1.89571
18.75000,1.88383
18.76000,1.74991
18.77000,1.64915
18.78000,1.52005
18.79000,1.51955
18.80000,1.42098
18.81000,1.36434
18.82000,1.35982
18.83000,1.60909
18.84000,1.56788
18.85000,1.55076
18.86000,1.53770
18.87000,1.45010
18.88000,1.44362
18.89000,1.41230
18.90000,1.46830
18.91000,1.36097
18.92000,1.57367
18.93000,1.58229
18.94000,1.71084
18.95000,1.58882
18.96000,1.58913
18.97000,1.62149
18.98000,1.58369
18.99000,1.67613
19.00000,1.64399
19.01000,1.57203
19.02000,1.52054
19.03000,1.65002
19.04000,1.70758
19.05000,1.69313
19.06000,1.71093
19.07000,1.82380
19.08000,1.78698
19.09000,1.92065
19.10000,1.99543
19.11000,1.90974
19.12000,1.95037
19.13000,1.95511
19.14000,2.02135
19.15000,1.94903
19.16000,2.08852
19.17000,2.06332
19.18000,2.19650
19.19000,2.13335
19.20000,2.32348
19.21000,2.39592
19.22000,2.34587
19.23000,2.15720
19.24000,2.20026
19.25000,2.25405
19.26000,2.27883
19.27000,2.20913
19.28000,2.14000
19.29000,2.00752
19.30000,1.83410
19.31000,1.64184
19.32000,1.83856
19.33000,1.99029
19.34000,1.92973
19.35000,2.02547
19.36000,2.00272
19.37000,1.92322
19.38000,1.94304
19.39000,1.94819
19.40000,1.88866
19.41000,1.95371
19.42000,1.96319
19.43000,2.05166
19.44000,2.14627
19.45000,2.07317
19.46000,1.97245
19.47000,2.00955
19.48000,1.93941
19.49000,1.81974
19.50000,1.86173
19.51000,1.72325
19.52000,1.85945
19.53000,1.77822
19.54000,1.97611
19.55000,2.04146
19.56000,2.15255
19.57000,2.04268
19.58000,2.07872
19.59000,2.16744
19.60000,2.09972
19.61000,2.00977
19.62000,1.88342
19.63000,2.02420
19.64000,2.08205
19.65000,2.17768
19.66000,2.18937
19.67000,2.12025
19.68000,2.10112
19.69000,2.02811
19.70000,2.14898
19.71000,2.18671
19.72000,2.23849
19.73000,2.19203
19.74000,2.19577
19.75000,2.06863
19.76000,2.12383
19.77000,2.16954
19.78000,2.07034
19.79000,2.03118
19.80000,2.00331
19.81000,2.11646
19.82000,1.99684
19.83000,1.98143
19.84000,2.05466
19.85000,1.97599
19.86000,2.12387
19.87000,2.07457
19.88000,2.19114
19.89000,2.00901
19.90000,2.11971
19.91000,1.99250
19.92000,1.96640
19.93000,2.02399
19.94000,2.10310
19.95000,2.11673
19.96000,2.10226
19.97000,2.05243
19.98000,1.86594
19.99000,1.73980
20.00000,1.84300
20.01000,1.85818
20.02000,1.80394
20.03000,1.87180
20.04000,1.88696
20.05000,1.88769
20.06000,1.83962
20.07000,1.93944
20.08000,1.89719
20.09000,1.69284
20.10000,1.82025
20.11000,1.79400
20.12000,1.88534
20.13000,1.74512
20.14000,1.70673
20.15000,1.68696
20.16000,1.71441
20.17000,1.78517
20.18000,1.83629
20.19000,1.89925
20.20000,1.95552
20.21000,2.02983
20.22000,2.12933
20.23000,2.08763
20.24000,2.25773
20.25000,2.34450
20.26000,2.31096
20.27000,2.16250
20.28000,2.06453
20.29000,1.90863
20.30000,1.91672
20.31000,1.85558
20.32000,1.85879
20.33000,1.90890
20.34000,1.85404
20.35000,1.84527
20.36000,1.93826
20.37000,2.02058
20.38000,2.09822
20.39000,2.13265
20.40000,2.14689
20.41000,2.08142
20.42000,2.25298
20.43000,2.30584
20.44000,2.39027
20.45000,2.43725
20.46000,2.55487
20.47000,2.64646
20.48000,2.76852
20.49000,2.77059
20.50000,2.86687
20.51000,2.89552
20.52000,3.01243
20.53000,2.97902
20.54000,3.06421
20.55000,2.93461
20.56000,2.84250
20.57000,2.85120
20.58000,2.80753
20.59000,2.84336
20.60000,2.88345
20.61000,2.83140
20.62000,2.83863
20.63000,2.77483
20.64000,2.81028
20.65000,2.85581
20.66000,2.93844
20.67000,3.05812
20.68000,3.08343
20.69000,3.26167
20.70000,3.23274
20.71000,3.23438
20.72000,3.13490
20.73000,2.88257
20.74000,2.97496
20.75000,2.94518
20.76000,2.83647
20.77000,2.74585
20.78000,2.66555
20.79000,2.70991
20.80000,2.66492
20.81000,2.62493
20.82000,2.56542
20.83000,2.55586
20.84000,2.64247
20.85000,2.60223
20.86000,2.61698
20.87000,2.29806
20.88000,2.38682
20.89000,2.42600
20.90000,2.33103
20.91000,2.19978
20.92000,2.13802
20.93000,2.05348
20.94000,1.89221
20.95000,1.74661
20.96000,1.90085
20.97000,1.80130
20.98000,1.63252
20.99000,1.79323
21.00000,1.85528
21.01000,1.78040
21.02000,1.95806
21.03000,1.99359
21.04000,2.08161
21.05000,1.89850
21.06000,1.94052
21.07000,1.97163
21.08000,1.90149
21.09000,1.77162
21.10000,1.77397
21.11000,1.75209
21.12000,1.49993
21.13000,1.35315
21.14000,1.33832
21.15000,1.34873
21.16000,1.44006
21.17000,1.41767
21.18000,1.25052
21.19000,1.49186
21.20000,1.43150
21.21000,1.43074
21.22000,1.42353
21.23000,1.49405
21.24000,1.44822
21.25000,1.67863
21.26000,1.71864
21.27000,1.61816
21.28000,1.58515
21.29000,1.69960
21.30000,1.62666
21.31000,1.51743
21.32000,1.41891
21.33000,1.38171
21.34000,1.41667
21.35000,1.44609
21.36000,1.43423
21.37000,1.46171
21.38000,1.59472
21.39000,1.58084
21.40000,1.47960
21.41000,1.47161
21.42000,1.49768
21.43000,1.56174
21.44000,1.64982
21.45000,1.59985
21.46000,1.67410
21.47000,1.80130
21.48000,1.93751
21.49000,1.88455
21.50000,1.76407
21.51000,1.92101
21.52000,1.89127
21.53000,1.78734
21.54000,1.71641
21.55000,1.79447
21.56000,1.78828
21.57000,1.73853
21.58000,1.82272
21.59000,1.96101
21.60000,1.86644
21.61000,2.02481
21.62000,2.14826
21.63000,1.94867
21.64000,1.90375
21.65000,1.79153
21.66000,1.72840
21.67000,1.87599
21.68000,1.86294
21.69000,1.84621
21.70000,1.81132
21.71000,1.73529
21.72000,1.83134
21.73000,1.88023
21.74000,1.87751
21.75000,1.97352
21.76000,1.93946
21.77000,1.97935
21.78000,1.81959
21.79000,1.82349
21.80000,1.90485
21.81000,1.80070
21.82000,1.66918
21.83000,1.74878
21.84000,1.77992
21.85000,1.55895
21.86000,1.63101
21.87000,1.72169
21.88000,1.77914
21.89000,1.73418
21.90000,1.66269
21.91000,1.77932
21.92000,1.81757
21.93000,1.83160
21.94000,1.91641
21.95000,2.04967
21.96000,2.03133
21.97000,2.13697
21.98000,1.75653
21.99000,1.73202
22.00000,1.64817
22.01000,1.66870
22.02000,1.52268
22.03000,1.57416
22.04000,1.66822
22.05000,1.68371
22.06000,1.59465
22.07000,1.57686
22.08000,1.71131
22.09000,1.82344
22.10000,1.92081
22.11000,1.83063
22.12000,1.74180
22.13000,1.70622
22.14000,1.67960
22.15000,1.62735
22.16000,1.67174
22.17000,1.75463
22.18000,1.79967
22.19000,1.67537
22.20000,1.89263
22.21000,2.00554
22.22000,1.90735
22.23000,1.90226
22.24000,1.87496
22.25000,1.74548
22.26000,1.79173
22.27000,1.86697
22.28000,1.81462
22.29000,1.83541
22.30000,1.91848
22.31000,2.00054
22.32000,2.09888
22.33000,2.05537
22.34000,2.15300
22.35000,2.23555
22.36000,2.38670
22.37000,2.50496
22.38000,2.43717
22.39000,2.25094
22.40000,2.27219
22.41000,2.38794
22.42000,2.18058
22.43000,2.26408
22.44000,2.08798
22.45000,2.16912
22.46000,2.37297
22.47000,2.36702
22.48000,2.30021
22.49000,2.28064
22.50000,2.23682
22.51000,2.40233
22.52000,2.44389
22.53000,2.52437
22.54000,2.54841
22.55000,2.49218
22.56000,2.67179
22.57000,2.72367
22.58000,2.75043
22.59000,2.71704
22.60000,2.89549
22.61000,3.00762
22.62000,3.00063
22.63000,2.96740
22.64000,2.95939
22.65000,2.95365
22.66000,3.23388
22.67000,3.17703
22.68000,3.03558
22.69000,3.20613
22.70000,3.14228
22.71000,3.21331
22.72000,3.14510
22.73000,3.13112
22.74000,3.09162
22.75000,3.14859
22.76000,3.21780
22.77000,3.37953
22.78000,3.24513
22.79000,3.30596
22.80000,3.41014
22.81000,3.51039
22.82000,3.57261
22.83000,3.51345
22.84000,3.51414
22.85000,3.53754
22.86000,3.58451
22.87000,3.56267
22.88000,3.45333
22.89000,3.37289
22.90000,3.21944
22.91000,3.17963
22.92000,3.25418
22.93000,3.11418
22.94000,3.11401
22.95000,3.12835
22.96000,3.21695
22.97000,3.13038
22.98000,3.14800
22.99000,3.13897
23.00000,3.23928
23.01000,3.25289
23.02000,3.28235
23.03000,3.41298
23.04000,3.41250
23.05000,3.36744
23.06000,3.42058
23.07000,3.45338
23.08000,3.44445
23.09000,3.41947
23.10000,3.50711
23.11000,3.46280
23.12000,3.50876
23.13000,3.57938
23.14000,3.44396
23.15000,3.49199
23.16000,3.40005
23.17000,3.39983
23.18000,3.50450
23.19000,3.41337
23.20000,3.46891
23.21000,3.38462
23.22000,3.40640
23.23000,3.33442
23.24000,3.35512
23.25000,3.29194
23.26000,3.23290
23.27000,3.20598
23.28000,3.38501
23.29000,3.35829
23.30000,3.39096
23.31000,3.38307
23.32000,3.26623
23.33000,3.33202
23.34000,3.21905
23.35000,3.20254
23.36000,3.04854
23.37000,3.21381
23.38000,3.08866
23.39000,3.14329
23.40000,2.97191
23.41000,3.16204
23.42000,3.03111
23.43000,3.07860
23.44000,3.05507
23.45000,3.05514
23.46000,2.98747
23.47000,2.77919
23.48000,2.91248
23.49000,2.79511
23.50000,2.70947
23.51000,2.86800
23.52000,2.79310
23.53000,2.90177
23.54000,2.55465
23.55000,2.56119
23.56000,2.38717
23.57000,2.31726
23.58000,2.53763
23.59000,2.52785
23.60000,2.54167
23.61000,2.56860
23.62000,2.68080
23.63000,2.75812
23.64000,2.89915
23.65000,2.76582
23.66000,2.85895
23.67000,2.78577
23.68000,2.77650
23.69000,2.90368
23.70000,2.78892
23.71000,2.69375
23.72000,2.79515
23.73000,2.67035
23.74000,2.66689
23.75000,2.53686
23.76000,2.53414
23.77000,2.46758
23.78000,2.56685
23.79000,2.71253
23.80000,2.74830
23.81000,2.75664
23.82000,2.71224
23.83000,2.75362
23.84000,2.55438
23.85000,2.71545
23.86000,2.60016
23.87000,2.65013
23.88000,2.64683
23.89000,2.60917
23.90000,2.62421
23.91000,2.72760
23.92000,2.79123
23.93000,2.69942
23.94000,2.57231
23.95000,2.64849
23.96000,2.57674
23.97000,2.53573
23.98000,2.61261
23.99000,2.53208
24.00000,2.48885
24.01000,2.40473
24.02000,2.52466
24.03000,2.73126
24.04000,2.91711
24.05000,2.82286
24.06000,2.78020
24.07000,2.60449
24.08000,2.60260
24.09000,2.52906
24.10000,2.63810
24.11000,2.53311
24.12000,2.54450
24.13000,2.61634
24.14000,2.57367
24.15000,2.70428
24.16000,2.89309
24.17000,2.79804
24.18000,2.67818
24.19000,2.76891
24.20000,2.94823
24.21000,2.80609
24.22000,2.85805
24.23000,2.97864
24.24000,3.01913
24.25000,2.86686
24.26000,2.83173
24.27000,2.86121
24.28000,2.91594
24.29000,2.93318
24.30000,2.97114
24.31000,2.90175
24.32000,2.77189
24.33000,2.84754
24.34000,2.97613
24.35000,2.88644
24.36000,2.61755
24.37000,2.58593
24.38000,2.58564
24.39000,2.61997
24.40000,2.51355
24.41000,2.50423
24.42000,2.60438
24.43000,2.54695
24.44000,2.37362
24.45000,2.30214
24.46000,2.47254
24.47000,2.41743
24.48000,2.38936
24.49000,2.53546
24.50000,2.59377
24.51000,2.69309
24.52000,2.67667
24.53000,2.73230
24.54000,2.72657
24.55000,2.59057
24.56000,2.55682
24.57000,2.43941
24.58000,2.41251
24.59000,2.60031
24.60000,2.49341
24.61000,2.39994
24.62000,2.53234
24.63000,2.46131
24.64000,2.21690
24.65000,2.36280
24.66000,2.39760
24.67000,2.56546
24.68000,2.56167
24.69000,2.42164
24.70000,2.54373
24.71000,2.54546
24.72000,2.55595
24.73000,2.63190
24.74000,2.40855
24.75000,2.44372
24.76000,2.42964
24.77000,2.45943
24.78000,2.56452
24.79000,2.73435
24.80000,2.82963
24.81000,2.51322
24.82000,2.51857
24.83000,2.52697
24.84000,2.57964
24.85000,2.58533
24.86000,2.64207
24.87000,2.55820
24.88000,2.49006
24.89000,2.53269
24.90000,2.62350
24.91000,2.63194
24.92000,2.68919
24.93000,2.63902
24.94000,2.61039
24.95000,2.59851
24.96000,2.54963
24.97000,2.64732
24.98000,2.74795
24.99000,3.05747
25.00000,3.03432
25.01000,3.19406
25.02000,3.15453
25.03000,3.14391
25.04000,3.19342
25.05000,3.20457
25.06000,3.27077
25.07000,3.37090
25.08000,3.18951
25.09000,3.09758
25.10000,3.03900
25.11000,2.86939
25.12000,2.94244
25.13000,3.00298
25.14000,2.94015
25.15000,3.07040
25.16000,3.02776
25.17000,2.99927
25.18000,3.20144
25.19000,3.15525
25.20000,3.30153
25.21000,3.24238
25.22000,3.20778
25.23000,3.20785
25.24000,3.37989
25.25000,3.47031
25.26000,3.25932
25.27000,3.22627
25.28000,3.32920
25.29000,3.39105
25.30000,3.24773
25.31000,3.20440
25.32000,3.25141
25.33000,3.28243
25.34000,3.19249
25.35000,3.15722
25.36000,3.14502
25.37000,3.09847
25.38000,3.21783
25.39000,3.24432
25.40000,3.28550
25.41000,3.33154
25.42000,3.32459
25.43000,3.19843
25.44000,3.15780
25.45000,3.00115
25.46000,3.07319
25.47000,3.01627
25.48000,2.87996
25.49000,2.82430
25.50000,2.83937
25.51000,2.74628
25.52000,2.67383
25.53000,2.79207
25.54000,2.81723
25.55000,2.92752
25.56000,2.93726
25.57000,2.73719
25.58000,2.72318
25.59000,2.98285
25.60000,2.78601
25.61000,2.88564
25.62000,2.90485
25.63000,3.03903
25.64000,3.05948
25.65000,3.26332
25.66000,3.23614
25.67000,3.23199
25.68000,3.36550
25.69000,3.16569
25.70000,3.26290
25.71000,3.14030
25.72000,3.16785
25.73000,3.02103
25.74000,3.04961
25.75000,3.13908
25.76000,3.06894
25.77000,2.86095
25.78000,2.79441
25.79000,2.94670
25.80000,2.76910
25.81000,2.47895
25.82000,2.33716
25.83000,2.23216
25.84000,2.05886
25.85000,2.09369
25.86000,2.04727
25.87000,2.03288
25.88000,1.96048
25.89000,2.13346
25.90000,2.28743
25.91000,2.42301
25.92000,2.32205
25.93000,2.25262
25.94000,2.41106
25.95000,2.40938
25.96000,2.47020
25.97000,2.51868
25.98000,2.46005
25.99000,2.53003
26.00000,2.56565
26.01000,2.55462
26.02000,2.59217
26.03000,2.59415
26.04000,2.61390
26.05000,2.61127
26.06000,2.67666
26.07000,2.55653
26.08000,2.46260
26.09000,2.41583
26.10000,2.34753
26.11000,2.39103
26.12000,2.37945
26.13000,2.37672
26.14000,2.37468
26.15000,2.40063
26.16000,2.35561
26.17000,2.38033
26.18000,2.43940
26.19000,2.47999
26.20000,2.75100
26.21000,2.78378
26.22000,2.77533
26.23000,2.96376
26.24000,3.12031
26.25000,3.20339
26.26000,3.23456
26.27000,3.24914
26.28000,3.17467
26.29000,2.97257
26.30000,2.90512
26.31000,2.85311
26.32000,2.85159
26.33000,2.77145
26.34000,2.93247
26.35000,2.90836
26.36000,2.75482
26.37000,2.64152
26.38000,2.62652
26.39000,2.69044
26.40000,2.67527
26.41000,2.72712
26.42000,2.83322
26.43000,2.71225
26.44000,2.67349
26.45000,2.59985
26.46000,2.46171
26.47000,2.49029
26.48000,2.67675
26.49000,2.68444
26.50000,2.66707
26.51000,2.62673
26.52000,2.64729
26.53000,2.57821
26.54000,2.61886
26.55000,2.56049
26.56000,2.51090
26.57000,2.46996
26.58000,2.51112
26.59000,2.35320
26.60000,2.55344
26.61000,2.69247
26.62000,2.70608
26.63000,2.70199
26.64000,2.75152
26.65000,2.57252
26.66000,2.41581
26.67000,2.28574
26.68000,2.13676
26.69000,1.94613
26.70000,2.00126
26.71000,1.95169
26.72000,1.96058
26.73000,1.99481
26.74000,1.95399
26.75000,1.97660
26.76000,2.09559
26.77000,1.98204
26.78000,1.91258
26.79000,2.20958
26.80000,2.28846
26.81000,2.28498
26.82000,2.38938
26.83000,2.36797
26.84000,2.40842
26.85000,2.54882
26.86000,2.43105
26.87000,2.45712
26.88000,2.41131
26.89000,2.34741
26.90000,2.36345
26.91000,2.22803
26.92000,2.26904
26.93000,2.30205
26.94000,2.49144
26.95000,2.53889
26.96000,2.56556
26.97000,2.70971
26.98000,2.73348
26.99000,2.65278
27.00000,2.45480
27.01000,2.49414
27.02000,2.51618
27.03000,2.60558
27.04000,2.55355
27.05000,2.41660
27.06000,2.31341
27.07000,2.00675
27.08000,1.88797
27.09000,1.79879
27.10000,1.85046
27.11000,1.77658
27.12000,1.78445
27.13000,1.64569
27.14000,1.91249
27.15000,1.91682
27.16000,1.92420
27.17000,1.91290
27.18000,1.89343
27.19000,1.96048
27.20000,1.94525
27.21000,1.72330
27.22000,1.91222
27.23000,1.82986
27.24000,1.89760
27.25000,1.93448
27.26000,1.92760
27.27000,1.84391
27.28000,1.85217
27.29000,1.73652
27.30000,1.66487
27.31000,1.57727
27.32000,1.67944
27.33000,1.63749
27.34000,1.64385
27.35000,1.48769
27.36000,1.42274
27.37000,1.39351
27.38000,1.50354
27.39000,1.54496
27.40000,1.43821
27.41000,1.47929
27.42000,1.43514
27.43000,1.44260
27.44000,1.44065
27.45000,1.53634
27.46000,1.36860
27.47000,1.34976
27.48000,1.20122
27.49000,1.10164
27.50000,1.20346
27.51000,1.26684
27.52000,1.07770
27.53000,1.03905
27.54000,1.08435
27.55000,1.16007
27.56000,1.25249
27.57000,1.26128
27.58000,1.19358
27.59000,1.38180
27.60000,1.23501
27.61000,1.18229
27.62000,1.03010
27.63000,1.10859
27.64000,1.27364
27.65000,1.36778
27.66000,1.22839
27.67000,1.23104
27.68000,1.19387
27.69000,1.30142
27.70000,1.14590
27.71000,1.06368
27.72000,1.07845
27.73000,1.04402
27.74000,1.05597
27.75000,1.00145
27.76000,0.86447
27.77000,0.95660
27.78000,0.70705
27.79000,0.84547
27.80000,0.75388
27.81000,0.65949
27.82000,0.65586
27.83000,0.72870
27.84000,0.65273
27.85000,0.54727
27.86000,0.62360
27.87000,0.55555
27.88000,0.65131
27.89000,0.72792
27.90000,0.84756
27.91000,0.92702
27.92000,1.13804
27.93000,1.22844
27.94000,1.24702
27.95000,1.28109
